Title|ID|Variable|Constitution|Text
4946|Expropriation of Property|exprop|Portugal_2005| <section>     <h3>Part I &gt; Title III &gt; Chapter I &gt; Article 62 &gt; 2</h3>     <p>Requisitions and expropriations in the public interest shall only occur on a legal basis and upon payment of just compensation.</p> </section>
4947|Public Trial|pubtri|Portugal_2005| <section>     <h3>Part III &gt; Title V &gt; Chapter I &gt; Article 206</h3>     <p>Court hearings</p>     <p>Court hearings shall be public, save in the event that in order to safeguard personal dignity or public morals, or to ensure its own proper operation, the court in question rules otherwise in a written order setting out the grounds for its decision.</p> </section>
4948|Jury|jury|Portugal_2005| <section>     <h3>Part III &gt; Title V &gt; Chapter I &gt; Article 207 &gt; 1</h3>     <p>In such cases and with such composition as the law may lay down, and particularly when either the prosecution or the defence so request, a jury may participate in the trial of serious crimes, save those involving terrorism or highly organised crime.</p> </section>
4949|Property|proprght|Qatar_2003| <section>     <h3>CHAPTER II &gt; Article 26</h3>     <p>Ownership, capital, and labor are basic components for the State's social entity. They are all individual rights having social function, regulated by law.</p> </section>
4950|Expropriation of Property|exprop|Qatar_2003| <section>     <h3>CHAPTER II &gt; Article 27</h3>     <p>Private property is inviolable. No one can be deprived of his property, save for public utility and in the cases prescribed by law and in the manner provided for therein provided that he is fairly compensated.</p> </section>
4951|Racial Non-Discrimination|equal4|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 35</h3>     <p>People are equal before the law. There shall be no discrimination against them because of sex, race, language, or religion.</p> </section>
4952|Gender Non-Discrimination|equal1|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 35</h3>     <p>People are equal before the law. There shall be no discrimination against them because of sex, race, language, or religion.</p> </section>
4953|Equality|equal|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 35</h3>     <p>People are equal before the law. There shall be no discrimination against them because of sex, race, language, or religion.</p> </section>
4954|Cruel and Unusual Punishment|cruelty|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 36</h3>     <p>Personal freedom is inviolable. No one can be arrested, or jailed, or searched, or having his residence confined, or having his freedom of residence or mobility restricted, except according to the provisions of the law.</p>     <p>No one shall be subjected to torture or humiliating treatment. Torture is a crime punishable by law.</p> </section>
4955|Due Process|dueproc|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 39</h3>     <p>The accused is innocent until proven guilty in a court of law, where the due processes of the law are provided and secured for the practice of defense.</p> </section>
4956|Ex Post Laws|expost|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 40</h3>     <p>No crime and no punishment except according to the law. No punishment except on acts occurring subsequent to its implementation. Punishment is personal.</p>     <p>Laws are not applicable except on what happens subsequent to the date of putting them into force, and they have no impact on what occurs retroactively. However, in non-criminal articles, it may be otherwise specified by the majority of two-thirds (2/3) of the members of the Advisory Council.</p> </section>
4957|â€œNo Punishment Without Lawâ€ù|wolaw|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 40</h3>     <p>No crime and no punishment except according to the law. No punishment except on acts occurring subsequent to its implementation. Punishment is personal.</p>     <p>Laws are not applicable except on what happens subsequent to the date of putting them into force, and they have no impact on what occurs retroactively. However, in non-criminal articles, it may be otherwise specified by the majority of two-thirds (2/3) of the members of the Advisory Council.</p> </section>
4958|Birthright Citizenship|solissuf|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 41</h3>     <p>The Qatari nationality and its provisions are determined by law. These provisions have constitutional power.</p> </section>
4959|Assembly|assem|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 44</h3>     <p>The right of citizens to assemble is guaranteed according to the provisions of the law.</p> </section>
4960|Petition|petition|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 46</h3>     <p>Every individual has the right to address public authorities.</p> </section>
4961|Press|press|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 48</h3>     <p>Freedom of the press, printing, and publishing is guaranteed according to the law.</p> </section>
4962|Freedom of Religion|freerel|Qatar_2003| <section>     <h3>CHAPTER III &gt; Article 50</h3>     <p>The freedom to worship is guaranteed to all, according to the law and the requirements to protect the public order and public morals.</p> </section>
4963|Public Trial|pubtri|Qatar_2003| <section>     <h3>CHAPTER IV &gt; Section V &gt; Article 133</h3>     <p>Sessions of Courts are public, unless the Court decides holding them in camera for maintaining the public order or the public morals. Under all circumstances, pronouncing the judgment is in an open session.</p> </section>
4964|Gender Non-Discrimination|equal1|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 11 &gt; 1</h3>     <p>All citizens shall be equal before the law, and there shall be no discrimination in political, economic, societal or cultural life on account of sex, religion or social status.</p> </section>
4965|Equality|equal|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 11 &gt; 1</h3>     <p>All citizens shall be equal before the law, and there shall be no discrimination in political, economic, societal or cultural life on account of sex, religion or social status.</p> </section>
4966|Slavery|slave|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 12 &gt; 1</h3>     <p>All citizens shall enjoy personal liberty. No person shall be arrested, detained, searched, seized or interrogated except as provided by law. No person shall be punished, placed under preventive restrictions or subject to involuntary labor except as provided by law and through lawful procedures.</p> </section>
4967|Evidence|evidence|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 12 &gt; 1</h3>     <p>All citizens shall enjoy personal liberty. No person shall be arrested, detained, searched, seized or interrogated except as provided by law. No person shall be punished, placed under preventive restrictions or subject to involuntary labor except as provided by law and through lawful procedures.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 12 &gt; 3</h3>     <p>Warrants issued by a judge through due procedures upon the request of a prosecutor shall be presented in case of arrest, detention, seizure or search: except that, in case where a criminal suspect is apprehended flagrante delicto, or where there is danger that a person suspected of committing a crime punishable by imprisonment of three years or more may escape or destroy evidence, investigative authorities may request an ex post facto warrant.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 12 &gt; 7</h3>     <p>In a case where a confession is deemed to have been made against a defendant's will due to torture, violence, intimidation, unduly prolonged arrest, deceit or etc., or in a case where a confession is the only evidence against a defendant in a formal trial, such a confession shall not be admitted as evidence of guilt nor shall a defendant be punished by reason of such a confession.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 16</h3>     <p>All citizens shall be free from intrusion into their place of residence. In case of search or seizure in a residence, a warrant issued by a judge upon request of a prosecutor shall be presented.</p> </section>
4968|Self-Incrimination|miranda|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 12 &gt; 2</h3>     <p>No citizen shall be tortured or be compelled to testify against himself in criminal cases.</p> </section>
4969|Unjustified Restraint|habcorp|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 12 &gt; 3</h3>     <p>Warrants issued by a judge through due procedures upon the request of a prosecutor shall be presented in case of arrest, detention, seizure or search: except that, in case where a criminal suspect is apprehended flagrante delicto, or where there is danger that a person suspected of committing a crime punishable by imprisonment of three years or more may escape or destroy evidence, investigative authorities may request an ex post facto warrant.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 12 &gt; 6</h3>     <p>Any person who is arrested or detained shall have the right to request the court to review the legality of the arrest or detention.</p> </section>
4971|Counsel|couns|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 12 &gt; 4</h3>     <p>Any person who is arrested or detained shall have the right to prompt assistance of counsel. When a criminal defendant is unable to secure counsel by his own efforts, the State shall assign counsel for the defendant as prescribed by law.</p> </section>
4974|Double Jeopardy|doubjep|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 13 &gt; 1</h3>     <p>No citizen shall be prosecuted for an act which does not constitute a crime under the law in force at the time it was committed, nor shall he be placed in double jeopardy.</p> </section>
4975|Ex Post Laws|expost|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 13 &gt; 1</h3>     <p>No citizen shall be prosecuted for an act which does not constitute a crime under the law in force at the time it was committed, nor shall he be placed in double jeopardy.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 13 &gt; 2</h3>     <p>No restrictions shall be imposed upon the political rights of any citizen, nor shall any person be deprived of property rights by means of retroactive legislation.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 13 &gt; 3</h3>     <p>No citizen shall suffer unfavorable treatment on account of an act not of his own doing but committed by a relative.</p> </section>
4976|â€œNo Punishment Without Lawâ€ù|wolaw|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 13 &gt; 1</h3>     <p>No citizen shall be prosecuted for an act which does not constitute a crime under the law in force at the time it was committed, nor shall he be placed in double jeopardy.</p> </section>
4980|Freedom of Religion|freerel|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 20 &gt; 1</h3>     <p>All citizens shall enjoy freedom of religion.</p> </section>
4981|Church/State Relationship|seprel|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 20 &gt; 2</h3>     <p>No state religion shall be recognized, and church and state shall be separated.</p> </section>
4982|Press|press|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 21 &gt; 1</h3>     <p>All citizens shall enjoy freedom of speech and the press, and freedom of assembly and association.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 2</h3>     <p>Licensing or censorship of speech and the press, and licensing of assembly and association shall not be recognized.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 3</h3>     <p>The standards of news service and broadcast facilities and matters necessary to ensure the functions of newspapers shall be determined by law.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 4</h3>     <p>Neither speech nor the press shall violate the honor or rights of other persons nor undermine public morals or social ethics. Should speech or the press violate the honor or rights of other persons, claims may be made for the damage resulting therefrom.</p> </section>
4983|Assembly|assem|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 21 &gt; 1</h3>     <p>All citizens shall enjoy freedom of speech and the press, and freedom of assembly and association.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 2</h3>     <p>Licensing or censorship of speech and the press, and licensing of assembly and association shall not be recognized.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 3</h3>     <p>The standards of news service and broadcast facilities and matters necessary to ensure the functions of newspapers shall be determined by law.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 4</h3>     <p>Neither speech nor the press shall violate the honor or rights of other persons nor undermine public morals or social ethics. Should speech or the press violate the honor or rights of other persons, claims may be made for the damage resulting therefrom.</p> </section>
4984|Expression|express|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 21 &gt; 1</h3>     <p>All citizens shall enjoy freedom of speech and the press, and freedom of assembly and association.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 2</h3>     <p>Licensing or censorship of speech and the press, and licensing of assembly and association shall not be recognized.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 3</h3>     <p>The standards of news service and broadcast facilities and matters necessary to ensure the functions of newspapers shall be determined by law.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 21 &gt; 4</h3>     <p>Neither speech nor the press shall violate the honor or rights of other persons nor undermine public morals or social ethics. Should speech or the press violate the honor or rights of other persons, claims may be made for the damage resulting therefrom.</p> </section>
4994|Intellectual Property|intprop|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 22 &gt; 2</h3>     <p>The rights of authors, inventors, scientists, engineers and artists shall be protected by law.</p> </section>
4995|Property|proprght|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 23 &gt; 1</h3>     <p>The right of property of all citizens shall be guaranteed. The contents and limitations thereof shall be determined by law.</p> </section>
4996|Expropriation of Property|exprop|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 23 &gt; 3</h3>     <p>Expropriation, use or restriction of private property from public necessity and compensation therefor shall be governed by law. However, in such a case, just compensation shall be paid.</p> </section>
4997|Suffrage|voteun|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 24</h3>     <p>All citizens shall have the right to vote as prescribed by law.</p> </section>  <section>     <h3>CHAPTER III &gt; Article 41 &gt; 1</h3>     <p>The National Assembly shall be composed of members elected by universal, equal, direct and secret ballot by the citizens.</p> </section>  <section>     <h3>CHAPTER IV &gt; PART 1 &gt; Article 67 &gt; 1</h3>     <p>The President shall be elected by universal, equal, direct and secret ballot by the people.</p> </section>
4998|Petition|petition|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 26 &gt; 1</h3>     <p>All citizens shall have the right to petition in writing to any governmental agency as prescribed by law.</p> </section>  <section>     <h3>CHAPTER II &gt; Article 26 &gt; 2</h3>     <p>The State shall be obligated to examine all such petitions.</p> </section>
5000|Speedy Trial|speedtri|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 27 &gt; 3</h3>     <p>All citizens shall have the right to a speedy trial. The accused shall have the right to a public trial without delay in the absence of justifiable reasons to the contrary.</p> </section>
5001|Public Trial|pubtri|South Korea_1987| <section>     <h3>CHAPTER II &gt; Article 27 &gt; 3</h3>     <p>All citizens shall have the right to a speedy trial. The accused shall have the right to a public trial without delay in the absence of justifiable reasons to the contrary.</p> </section>
5004|Racial Non-Discrimination|equal4|Romania_2003| <section>     <h3>TITLE I &gt; Article 4 &gt; 2</h3>     <p>Romania is the common and indivisible homeland of all its citizens regardless of race, ethnic origin, language, religion, sex, opinion, political allegiance, wealth, or social origin.</p> </section>
5005|Gender Non-Discrimination|equal1|Romania_2003| <section>     <h3>TITLE I &gt; Article 4 &gt; 2</h3>     <p>Romania is the common and indivisible homeland of all its citizens regardless of race, ethnic origin, language, religion, sex, opinion, political allegiance, wealth, or social origin.</p> </section>
5006|Birthright Citizenship|solissuf|Romania_2003| <section>     <h3>TITLE I &gt; Article 5</h3>     <p>Citizenship</p> </section>  <section>     <h3>TITLE I &gt; Article 5 &gt; 1</h3>     <p>Romanian citizenship may be acquired, preserved, and lost in accordance with the provisions stipulated by the relevant organic law.</p> </section>  <section>     <h3>TITLE I &gt; Article 5 &gt; 2</h3>     <p>Romanian citizenship cannot be taken away from anyone who acquired it at birth.</p> </section>
5009|Ex Post Laws|expost|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 15 &gt; 2</h3>     <p>The law produces legal effects only for the future, with the exception of more favorable criminal or administrative laws.</p> </section>
5010|Equality|equal|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 16 &gt; 1</h3>     <p>Citizens are equal before the law and before public authorities, with no privileges and with no discrimination.</p> </section>
5011|Fair Trial|fairtri|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 21 &gt; 3</h3>     <p>All parties shall be entitled to a fair trial and to the resolution of their cases within a reasonable time.</p> </section>
5012|Speedy Trial|speedtri|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 21 &gt; 3</h3>     <p>All parties shall be entitled to a fair trial and to the resolution of their cases within a reasonable time.</p> </section>
5013|Life|life|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 22 &gt; 1</h3>     <p>A person's right to life and to physical and mental well-being are guaranteed.</p> </section>
5014|Cruel and Unusual Punishment|cruelty|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 22 &gt; 2</h3>     <p>No one shall be subjected to torture or to any kind of inhuman or degrading punishment or treatment.</p> </section>
5015|Unjustified Restraint|habcorp|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 23 &gt; 8</h3>     <p>The person detained or arrested shall be promptly informed, in the language which he/she understands, of the reasons for his/her detention or arrest and of the charges against him, as soon as possible; he/she will be informed of the charges only in the presence of a counsel chosen by him or appointed by the judge.</p> </section>
5016|Pre-Trial Release|prerel|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 23 &gt; 10</h3>     <p>A person under preventive arrest has the right to ask for provisional release, under judicial control or on bail.</p> </section>
5017|â€œNo Punishment Without Lawâ€ù|wolaw|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 23 &gt; 12</h3>     <p>Punishment can be imposed or executed only on a legal basis and in the conditions defined by the law.</p> </section>
5018|Counsel|couns|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 24</h3>     <p>The Right to Defense Counsel</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 24 &gt; 1</h3>     <p>The right to defense counsel is guaranteed.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 24 &gt; 2</h3>     <p>Throughout the trial, the parties have the right to be assisted by a chosen or court appointed counsel.</p> </section>
5021|Freedom of Religion|freerel|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 29 &gt; 1</h3>     <p>Freedom of thought and opinion, as well as the freedom of religious belief, may not be restricted in any way. No one can be forced to adopt an opinion or to espouse a religious belief contrary to his/her convictions.</p> </section>
5022|Church/State Relationship|seprel|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 29 &gt; 5</h3>     <p>The religious sects are autonomous in relation to the state and enjoy its support, which includes measures facilitating religious assistance in the Army, in hospitals, penitentiaries, asylums, and orphanages.</p> </section>
5023|Press|press|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30</h3>     <p>Freedom of Expression</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 1</h3>     <p>The freedom to express ideas, opinions, and beliefs, and the freedom of creation in any form-orally, in writing, through images, by means of sound, or by any other means of public communication-are inviolable.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 2</h3>     <p>Censorship of any kind is prohibited.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 3</h3>     <p>Freedom of the press also includes the freedom to establish publications.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 4</h3>     <p>No publication may be banned.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 5</h3>     <p>The law may oblige the mass media to account publicly for the sources of their financing.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 6</h3>     <p>The exercise of the freedom of expression shall be without prejudice to the dignity, honor or privacy of an individual, or to his/her right to his/her own image.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 7</h3>     <p>Any defamation of the country and the nation; any incitement to a war of aggression, to ethnic, racial, class or religious hatred, any incitement to discrimination, territorial separatism or public violence as well as any obscene acts contrary to public morals shall be prohibited by law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 8</h3>     <p>The civil responsibility for any information or creation made public will be borne by the editor or the producer, author, or organizer of an artistic show, by the owner of the means of reproduction, the radio station, or the television station under the terms established by the law. Indictable press offenses shall be established by the law.</p> </section>
5024|Expression|express|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30</h3>     <p>Freedom of Expression</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 1</h3>     <p>The freedom to express ideas, opinions, and beliefs, and the freedom of creation in any form-orally, in writing, through images, by means of sound, or by any other means of public communication-are inviolable.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 2</h3>     <p>Censorship of any kind is prohibited.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 3</h3>     <p>Freedom of the press also includes the freedom to establish publications.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 4</h3>     <p>No publication may be banned.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 5</h3>     <p>The law may oblige the mass media to account publicly for the sources of their financing.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 6</h3>     <p>The exercise of the freedom of expression shall be without prejudice to the dignity, honor or privacy of an individual, or to his/her right to his/her own image.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 7</h3>     <p>Any defamation of the country and the nation; any incitement to a war of aggression, to ethnic, racial, class or religious hatred, any incitement to discrimination, territorial separatism or public violence as well as any obscene acts contrary to public morals shall be prohibited by law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 30 &gt; 8</h3>     <p>The civil responsibility for any information or creation made public will be borne by the editor or the producer, author, or organizer of an artistic show, by the owner of the means of reproduction, the radio station, or the television station under the terms established by the law. Indictable press offenses shall be established by the law.</p> </section>
5041|Assembly|assem|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 39</h3>     <p>Freedom of Assembly</p>     <p>Meetings, demonstrations, parades, or any other form of assembly are free and may be organized and held only in a peaceful manner, without any kind of weapons.</p> </section>
5042|Slavery|slave|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 42</h3>     <p>The Prohibition of Forced Labor</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 42 &gt; 1</h3>     <p>Forced labor is prohibited.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 42 &gt; 2</h3>     <p>The following do not constitute forced labor:</p>          <p><b>a</b> activities in the military service or activities which, in accordance with the law, are carried out in lieu thereof due to religious or conscience-related reasons;</p>     <p><b>b</b> work which is carried in normal conditions by a person which has received a sentence during detention or conditional release;</p>     <p><b>c</b> activities necessary in order to deal with a natural disaster or some other danger, or which result from normal civil obligations established by law.</p> </section>
5045|Property|proprght|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 44 &gt; 2</h3>     <p>Private property shall be equally guaranteed and protected by the law, irrespective of who owns it. Foreign and stateless persons may acquire private property of land only under the terms resulting from Romania's accession to the European Union and from other international agreements to which Romania is a party, on the basis of reciprocity and in accordance with the provisions of the relevant organic law, as well as by lawful inheritance.</p> </section>
5046|Expropriation of Property|exprop|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 44 &gt; 3</h3>     <p>No one may be deprived of his/her property, except for a reason of public interest, specified by law, with just and prior compensation.</p> </section>
5047|Petition|petition|Romania_2003| <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 51</h3>     <p>The Right to Petition</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 51 &gt; 1</h3>     <p>Citizens have the right to address petitions to public authorities solely in the name of the signers of the petitions.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 51 &gt; 2</h3>     <p>Legally constituted organizations have the right to petition exclusively in the name of the collectivity which they represent.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 51 &gt; 3</h3>     <p>The exercise of the right to petition is exempt from tax.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; Article 51 &gt; 4</h3>     <p>Public authorities have the obligation to respond to petitions by the deadlines and under the conditions specified by law.</p> </section>
5052|Suffrage|voteun|Romania_2003| <section>     <h3>TITLE III &gt; CHAPTER I &gt; Section 1 &gt; Article 62 &gt; 1</h3>     <p>The Chamber of Deputies and the Senate are elected by universal, equal, direct, secret, and free suffrage, in accordance with the electoral law.</p> </section>
5053|Public Trial|pubtri|Romania_2003| <section>     <h3>TITLE III &gt; CHAPTER VI &gt; Section 1 &gt; Article 127</h3>     <p>Public Character of Court Hearings</p>     <p>Court hearings are public, except for cases stipulated by law.</p> </section>
5054|Birthright Citizenship|solissuf|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 1 &gt; Article 6 &gt; 1</h3>     <p>Citizenship of the Russian Federation shall be acquired and terminated in accordance with federal law, and shall be one and equal, irrespective of the grounds on which it is acquired.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 1 &gt; Article 6 &gt; 2</h3>     <p>Every citizen of the Russian Federation shall enjoy all rights and freedoms on its territory and shall bear equal responsibilities as envisaged in the Constitution of the Russian Federation.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 1 &gt; Article 6 &gt; 3</h3>     <p>A citizen of the Russian Federation may not be deprived of his (her) citizenship or of the right to change it.</p> </section>
5057|Church/State Relationship|seprel|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 1 &gt; Article 14 &gt; 1</h3>     <p>The Russian Federation shall be a secular state. No religion may be established as the State religion or as obligatory.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 1 &gt; Article 14 &gt; 2</h3>     <p>Religious associations shall be separate from the State and shall be equal before the law.</p> </section>
5059|Equality|equal|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 1</h3>     <p>All persons shall be equal before the law and the court.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 2</h3>     <p>The State guarantees the equality of human and civil rights and freedoms regardless of sex, race, nationality, language, origin, material and official status, place of residence, attitude to religion, convictions, membership of public associations, or of other circumstances. All forms of limitations of human rights on social, racial, national, language or religious grounds shall be prohibited.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 3</h3>     <p>Men and women shall enjoy equal rights and freedoms and equal opportunities to exercise them.</p> </section>
5061|Racial Non-Discrimination|equal4|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 2</h3>     <p>The State guarantees the equality of human and civil rights and freedoms regardless of sex, race, nationality, language, origin, material and official status, place of residence, attitude to religion, convictions, membership of public associations, or of other circumstances. All forms of limitations of human rights on social, racial, national, language or religious grounds shall be prohibited.</p> </section>
5062|Gender Non-Discrimination|equal1|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 2</h3>     <p>The State guarantees the equality of human and civil rights and freedoms regardless of sex, race, nationality, language, origin, material and official status, place of residence, attitude to religion, convictions, membership of public associations, or of other circumstances. All forms of limitations of human rights on social, racial, national, language or religious grounds shall be prohibited.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 19 &gt; 3</h3>     <p>Men and women shall enjoy equal rights and freedoms and equal opportunities to exercise them.</p> </section>
5065|Life|life|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 20 &gt; 1</h3>     <p>Everyone shall have the right to life.</p> </section>
5066|Cruel and Unusual Punishment|cruelty|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 21 &gt; 2</h3>     <p>Nobody should be subjected to torture, violence, or other severe or humiliating treatment or punishment. Nobody may be subjected to medical, scientific or other experiments without voluntary consent.</p> </section>
5067|Unjustified Restraint|habcorp|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 22 &gt; 2</h3>     <p>Arrest, detention and keeping in custody shall be permissible only under a court order.</p>     <p>A person may not be detained for more than 48 hours without a court order.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 47 &gt; 1</h3>     <p>Nobody may be deprived of the right to have his (her) case heard in the court and by the judge within whose competence the case is placed by law.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 47 &gt; 2</h3>     <p>Any person accused of committing a crime shall have the right to have his (her) case examined by a court with the participation of a jury in the cases envisaged by federal law.</p> </section>
5068|Freedom of Religion|freerel|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 28</h3>     <p>Everyone shall be guaranteed freedom of conscience and religion, including the right to profess individually or collectively any religion or not to profess any religion, and freely to choose, possess and disseminate religious and other convictions and act in accordance with them.</p> </section>
5069|Expression|express|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 29 &gt; 1</h3>     <p>Everyone shall be guaranteed freedom of thought and speech.</p> </section>
5070|Press|press|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 29 &gt; 5</h3>     <p>The freedom of the mass media shall be guaranteed. Censorship shall be prohibited.</p> </section>
